Name,SID,Email,Lab 1,Lab 1 - Max Points,Lab 1 - Submission Time,Lab 1 - Lateness (H:M:S),Project 1 Checkpoint,Project 1 Checkpoint - Max Points,Project 1 Checkpoint - Submission Time,Project 1 Checkpoint - Lateness (H:M:S),Project 1,Project 1 - Max Points,Project 1 - Submission Time,Project 1 - Lateness (H:M:S),Lab 2,Lab 2 - Max Points,Lab 2 - Submission Time,Lab 2 - Lateness (H:M:S),Lab 3,Lab 3 - Max Points,Lab 3 - Submission Time,Lab 3 - Lateness (H:M:S),Project 2 Checkpoint,Project 2 Checkpoint - Max Points,Project 2 Checkpoint - Submission Time,Project 2 Checkpoint - Lateness (H:M:S),Project 2,Project 2 - Max Points,Project 2 - Submission Time,Project 2 - Lateness (H:M:S),Lab 2 Redemption,Lab 2 Redemption - Max Points,Lab 2 Redemption - Submission Time,Lab 2 Redemption - Lateness (H:M:S),Lab 4,Lab 4 - Max Points,Lab 4 - Submission Time,Lab 4 - Lateness (H:M:S),Lab 3 Redemption,Lab 3 Redemption - Max Points,Lab 3 Redemption - Submission Time,Lab 3 Redemption - Lateness (H:M:S),Project 1 Redemption,Project 1 Redemption - Max Points,Project 1 Redemption - Submission Time,Project 1 Redemption - Lateness (H:M:S),Project 2 Redemption,Project 2 Redemption - Max Points,Project 2 Redemption - Submission Time,Project 2 Redemption - Lateness (H:M:S),Lab 5,Lab 5 - Max Points,Lab 5 - Submission Time,Lab 5 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Submission Time,Midterm - Lateness (H:M:S),Project 3 Checkpoint,Project 3 Checkpoint - Max Points,Project 3 Checkpoint - Submission Time,Project 3 Checkpoint - Lateness (H:M:S),Project 3,Project 3 - Max Points,Project 3 - Submission Time,Project 3 - Lateness (H:M:S),Lab 4 Redemption,Lab 4 Redemption - Max Points,Lab 4 Redemption - Submission Time,Lab 4 Redemption - Lateness (H:M:S),Lab 6,Lab 6 - Max Points,Lab 6 - Submission Time,Lab 6 - Lateness (H:M:S),Lab 7,Lab 7 - Max Points,Lab 7 - Submission Time,Lab 7 - Lateness (H:M:S),Final Project (Checkpoint1),Final Project (Checkpoint1) - Max Points,Final Project (Checkpoint1) - Submission Time,Final Project (Checkpoint1) - Lateness (H:M:S),Lab 5 Redemption,Lab 5 Redemption - Max Points,Lab 5 Redemption - Submission Time,Lab 5 Redemption - Lateness (H:M:S),Lab 6 Redemption,Lab 6 Redemption - Max Points,Lab 6 Redemption - Submission Time,Lab 6 Redemption - Lateness (H:M:S),Final Project (Checkpoint2),Final Project (Checkpoint2) - Max Points,Final Project (Checkpoint2) - Submission Time,Final Project (Checkpoint2) - Lateness (H:M:S),Lab 8,Lab 8 - Max Points,Lab 8 - Submission Time,Lab 8 - Lateness (H:M:S),Project 3 Redemption,Project 3 Redemption - Max Points,Project 3 Redemption - Submission Time,Project 3 Redemption - Lateness (H:M:S),Discussion 8 Worksheet,Discussion 8 Worksheet - Max Points,Discussion 8 Worksheet - Submission Time,Discussion 8 Worksheet - Lateness (H:M:S),Lab 7 Redemption,Lab 7 Redemption - Max Points,Lab 7 Redemption - Submission Time,Lab 7 Redemption - Lateness (H:M:S),Total Lateness (H:M:S),disc_count,lecture_count,Lab 1 Redemption,Lab 1 Redemption - Max Points,Lab 1 Grade,Lab 1 Redemption Grade,Lab 2 Grade,Lab 2 Redemption Grade,Lab 3 Grade,Lab 3 Redemption Grade,Lab 4 Grade,Lab 4 Redemption Grade,Lab 5 Grade,Lab 5 Redemption Grade,Lab 6 Grade,Lab 6 Redemption Grade,Lab 7 Grade,Lab 7 Redemption Grade,Project 1 Grade,Project 1 Redemption Grade,Project 2 Grade,Project 2 Redemption Grade,Project 3 Grade,Project 3 Redemption Grade,Project 1 Checkpoint Final Grade,Project 2 Checkpoint Final Grade,Project 3 Checkpoint Final Grade,Project 1 Final Grade,Project 2 Final Grade,Project 3 Final Grade,Lab 1 Final Grade,Lab 2 Final Grade,Lab 3 Final Grade,Lab 4 Final Grade,Lab 5 Final Grade,Lab 6 Final Grade,Lab 7 Final Grade,Dropped Labs,Elgible for Discussion,Max Possible Points,Current Max Possible Score,Lab Average,Project Average,Project Checkpoint Average,Overall Score without Discussion,Overall Score with Discussion,Overall Score,Current Score
Desmond Vu,A18135778,d6vu@ucsd.edu,125.0,133.0,2024-04-10 18:16:51 -0700,00:00:00,13.0,13.0,2024-04-11 11:23:59 -0700,00:00:00,111.0,123.0,2024-04-19 13:58:39 -0700,00:00:00,79.5,79.5,2024-04-16 17:45:25 -0700,00:00:00,44.5,56.0,2024-04-24 16:03:39 -0700,00:00:00,5.0,5.0,2024-04-25 09:29:10 -0700,00:00:00,89.0,101.0,2024-05-03 14:57:04 -0700,00:00:00,,79.5,,00:00:00,92.5,93.0,2024-05-01 00:54:34 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 11:18:30 -0700,00:00:00,32.0,50.0,2024-05-02 13:00:03 -0700,00:00:00,10.0,10.0,2024-05-09 12:09:38 -0700,00:00:00,89.0,100.0,2024-05-17 17:00:42 -0700,00:00:00,,93.0,,00:00:00,54.0,56.0,2024-05-14 19:10:36 -0700,00:00:00,111.0,111.0,2024-05-21 19:27:37 -0700,00:00:00,20.0,20.0,2024-05-23 18:29:26 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,65.0,65.0,2024-05-28 18:12:17 -0700,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 18:55:15 -0700,00:00:00,,111.0,,00:00:00,00:00:00,7.0,7.0,,133.0,0.9398496240601504,,1.0,,0.7946428571428571,,0.9946236559139785,,1.0,,0.9642857142857143,,1.0,,0.9024390243902439,,0.8811881188118812,,0.89,,1.0,1.0,1.0,0.9024390243902439,0.8811881188118812,0.89,0.9398496240601504,1.0,0.7946428571428571,0.9946236559139785,1.0,0.9642857142857143,1.0,Lab 3,False,37.30555555555556,37.30555555555556,0.9562002644861,0.8912090477340416,1.0,34.58439598146372,34.58439598146372,34.58439598146372,92.70575244472778
Devesh Panda,A18137207,dpanda@ucsd.edu,120.0,133.0,2024-04-12 22:26:08 -0700,00:00:00,13.0,13.0,2024-04-11 20:17:59 -0700,00:00:00,111.0,123.0,2024-04-19 01:56:13 -0700,00:00:00,66.5,79.5,2024-04-17 23:43:29 -0700,00:00:00,49.0,56.0,2024-04-24 22:16:30 -0700,00:00:00,5.0,5.0,2024-04-25 19:24:45 -0700,00:00:00,80.0,101.0,2024-05-05 22:30:30 -0700,00:00:00,,79.5,,00:00:00,87.0,93.0,2024-05-01 23:59:10 -0700,00:00:10,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-10 20:38:07 -0700,00:00:00,14.0,50.0,2024-05-02 13:00:08 -0700,00:00:00,10.0,10.0,2024-05-09 19:21:20 -0700,00:00:00,72.0,100.0,2024-05-17 18:55:16 -0700,00:00:00,,93.0,,00:00:00,48.0,56.0,2024-05-15 23:49:26 -0700,00:00:00,107.0,111.0,2024-05-22 23:51:44 -0700,00:00:00,0.0,20.0,2024-05-28 18:24:47 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:10,4.0,2.0,,133.0,0.9022556390977443,,0.8364779874213837,,0.875,,0.9354838709677419,,1.0,,0.8571428571428571,,0.963963963963964,,0.9024390243902439,,0.7920792079207921,,0.72,,1.0,1.0,1.0,0.9024390243902439,0.7920792079207921,0.72,0.9022556390977443,0.8364779874213837,0.875,0.9354838709677419,1.0,0.8571428571428571,0.963963963963964,Lab 2,False,37.30555555555556,37.30555555555556,0.9100463312276702,0.8048394107703455,1.0,32.24701521548552,32.24701521548552,32.24701521548552,86.44024927457026
Dhanvi Patel,A17280236,dhp003@ucsd.edu,126.0,133.0,2024-04-10 12:59:38 -0700,00:00:00,13.0,13.0,2024-04-12 17:45:12 -0700,00:00:00,94.0,123.0,2024-04-20 20:58:26 -0700,00:00:00,74.5,79.5,2024-04-17 14:14:02 -0700,00:00:00,52.5,56.0,2024-04-22 14:46:21 -0700,00:00:00,5.0,5.0,2024-04-26 17:34:22 -0700,00:00:00,85.0,101.0,2024-05-04 20:44:50 -0700,00:00:00,,79.5,,00:00:00,87.5,93.0,2024-05-01 19:21:39 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 18:26:27 -0700,00:00:00,26.0,50.0,2024-05-02 13:00:17 -0700,00:00:00,,10.0,,00:00:00,96.0,100.0,2024-05-17 23:20:08 -0700,00:00:00,,93.0,,00:00:00,50.0,56.0,2024-05-15 11:27:31 -0700,00:00:00,105.0,111.0,2024-05-23 22:01:55 -0700,00:00:00,0.0,20.0,2024-05-24 11:33:35 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,65.0,65.0,2024-05-28 17:27:38 -0700,00:00:00,,100.0,,00:00:00,,7.0,2024-05-27 20:52:51 -0700,00:00:00,,111.0,,00:00:00,00:00:00,6.0,3.0,,133.0,0.9473684210526315,,0.9371069182389937,,0.9375,,0.9408602150537635,,1.0,,0.8928571428571429,,0.9459459459459459,,0.7642276422764228,,0.8415841584158416,,0.96,,1.0,1.0,,0.7642276422764228,0.8415841584158416,0.96,0.9473684210526315,0.9371069182389937,0.9375,0.9408602150537635,1.0,0.8928571428571429,0.9459459459459459,Lab 6,False,37.30555555555556,37.30555555555556,0.9430912347354967,0.8552706002307549,0.6666666666666666,32.70663185021216,32.70663185021216,32.70663185021216,87.672281951425
Dhruv Patel,A17297454,dhp005@ucsd.edu,131.0,133.0,2024-04-10 15:06:18 -0700,00:00:00,13.0,13.0,2024-04-12 23:25:10 -0700,00:00:00,111.0,123.0,2024-04-22 13:23:28 -0700,13:24:28,74.5,79.5,2024-04-17 16:42:49 -0700,00:00:00,54.0,56.0,2024-04-24 20:49:00 -0700,00:00:00,5.0,5.0,2024-04-26 11:35:11 -0700,00:00:00,90.0,101.0,2024-05-03 15:16:55 -0700,00:00:00,79.5,79.5,2024-04-24 13:12:40 -0700,00:00:00,89.0,93.0,2024-05-01 16:01:59 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 14:05:05 -0700,00:00:00,14.0,50.0,2024-05-02 13:00:08 -0700,00:00:00,10.0,10.0,2024-05-10 11:14:38 -0700,00:00:00,93.0,100.0,2024-05-17 17:36:40 -0700,00:00:00,,93.0,,00:00:00,51.0,56.0,2024-05-15 12:09:47 -0700,00:00:00,111.0,111.0,2024-05-22 20:31:35 -0700,00:00:00,20.0,20.0,2024-05-24 17:28:22 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,13:24:28,3.0,5.0,,133.0,0.9849624060150376,,0.9371069182389937,1.0,0.9642857142857143,,0.956989247311828,,1.0,,0.9107142857142857,,1.0,,0.9024390243902439,,0.8910891089108911,,0.93,,1.0,1.0,1.0,0.9024390243902439,0.8910891089108911,0.93,0.9849624060150376,0.9874213836477987,0.9642857142857143,0.956989247311828,1.0,0.9107142857142857,1.0,Lab 6,False,37.30555555555556,37.30555555555556,0.9720532909963806,0.9078427111003783,1.0,35.14287980418691,35.14287980418691,35.14287980418691,94.20280513408255
Diego Arevalo-Fernandez,A17371011,darevalofernandez@ucsd.edu,131.0,133.0,2024-04-10 21:55:21 -0700,00:00:00,13.0,13.0,2024-04-12 23:50:52 -0700,00:00:00,107.0,123.0,2024-04-21 18:49:44 -0700,00:00:00,78.5,79.5,2024-04-17 23:24:51 -0700,00:00:00,56.0,56.0,2024-04-24 22:43:53 -0700,00:00:00,5.0,5.0,2024-04-26 23:11:42 -0700,00:00:00,94.0,101.0,2024-05-07 20:05:00 -0700,00:00:00,,79.5,,00:00:00,90.0,93.0,2024-05-01 23:42:07 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 23:13:57 -0700,00:00:00,25.0,50.0,2024-05-02 12:59:42 -0700,00:00:00,10.0,10.0,2024-05-13 20:37:54 -0700,00:00:00,98.0,100.0,2024-05-20 13:59:30 -0700,00:00:00,,93.0,,00:00:00,51.0,56.0,2024-05-17 22:52:36 -0700,00:00:00,100.0,111.0,2024-05-22 23:51:42 -0700,00:00:00,20.0,20.0,2024-05-24 22:26:15 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,65.0,65.0,2024-05-28 17:44:34 -0700,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,4.0,4.0,,133.0,0.9849624060150376,,0.9874213836477987,,1.0,,0.967741935483871,,1.0,,0.9107142857142857,,0.9009009009009009,,0.8699186991869918,,0.9306930693069307,,0.98,,1.0,1.0,1.0,0.8699186991869918,0.9306930693069307,0.98,0.9849624060150376,0.9874213836477987,1.0,0.967741935483871,1.0,0.9107142857142857,0.9009009009009009,Lab 7,False,37.30555555555556,37.30555555555556,0.9645344159659848,0.9268705894979742,1.0,35.38269224589122,35.38269224589122,35.38269224589122,94.84563818705017
Diego Osborn,A17676487,d2osborn@ucsd.edu,131.0,133.0,2024-04-25 00:55:05 -0700,336:56:05,13.0,13.0,2024-04-12 23:08:31 -0700,00:00:00,97.0,123.0,2024-04-21 21:28:29 -0700,00:00:00,79.5,79.5,2024-04-17 20:57:41 -0700,00:00:00,54.0,56.0,2024-04-25 23:11:43 -0700,00:00:00,5.0,5.0,2024-04-25 18:45:56 -0700,00:00:00,89.0,101.0,2024-05-05 23:15:12 -0700,00:00:00,,79.5,,00:00:00,89.0,93.0,2024-05-01 19:55:00 -0700,00:00:00,,56.0,,00:00:00,98.0,123.0,2024-05-15 00:00:12 -0700,00:00:00,91.0,101.0,2024-05-20 18:06:56 -0700,00:00:00,61.0,61.0,2024-05-08 20:53:51 -0700,00:00:00,20.0,50.0,2024-05-02 13:00:04 -0700,00:00:00,10.0,10.0,2024-05-13 21:18:10 -0700,00:00:00,89.0,100.0,2024-05-20 11:41:52 -0700,00:00:00,90.5,93.0,2024-05-04 11:51:30 -0700,00:00:00,53.0,56.0,2024-05-15 10:47:43 -0700,00:00:00,104.0,111.0,2024-05-22 23:20:43 -0700,00:00:00,0.0,20.0,2024-05-24 23:54:41 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 13:38:16 -0700,00:00:00,,111.0,,00:00:00,336:56:05,4.0,6.0,131.0,133.0,0.9849624060150376,0.9849624060150376,1.0,,0.9642857142857143,,0.956989247311828,0.9731182795698925,1.0,,0.9464285714285714,,0.9369369369369369,,0.7886178861788617,0.7967479674796748,0.8811881188118812,0.900990099009901,0.89,,1.0,1.0,1.0,0.7951219512195122,0.897029702970297,0.89,0.9849624060150376,1.0,0.9642857142857143,0.9698924731182796,1.0,0.9464285714285714,0.9369369369369369,Lab 7,False,37.30555555555556,37.30555555555556,0.97178658596922,0.8607172180632698,1.0,34.25512806487417,34.25512806487417,34.25512806487417,91.82312809646092
Edgar Guzman,a13381542,eiguzman@ucsd.edu,119.0,133.0,2024-04-05 15:37:02 -0700,00:00:00,13.0,13.0,2024-04-11 16:08:58 -0700,00:00:00,115.0,123.0,2024-04-19 14:08:45 -0700,00:00:00,69.0,79.5,2024-04-15 01:01:38 -0700,00:00:00,46.0,56.0,2024-04-24 21:26:24 -0700,00:00:00,5.0,5.0,2024-04-26 15:53:01 -0700,00:00:00,88.0,101.0,2024-05-03 16:35:45 -0700,00:00:00,,79.5,,00:00:00,89.0,93.0,2024-04-30 21:24:50 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 00:59:58 -0700,00:00:00,21.0,50.0,2024-05-02 13:00:03 -0700,00:00:00,10.0,10.0,2024-05-08 22:18:25 -0700,00:00:00,91.0,100.0,2024-05-15 00:47:04 -0700,00:00:00,,93.0,,00:00:00,56.0,56.0,2024-05-14 14:41:48 -0700,00:00:00,108.0,111.0,2024-05-22 23:36:12 -0700,00:00:00,20.0,20.0,2024-05-24 23:51:51 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 23:30:42 -0700,00:00:00,,111.0,,00:00:00,00:00:00,5.0,5.0,,133.0,0.8947368421052632,,0.8679245283018868,,0.8214285714285714,,0.956989247311828,,1.0,,1.0,,0.972972972972973,,0.9349593495934959,,0.8712871287128713,,0.91,,1.0,1.0,1.0,0.9349593495934959,0.8712871287128713,0.91,0.8947368421052632,0.8679245283018868,0.8214285714285714,0.956989247311828,1.0,1.0,0.972972972972973,Lab 3,False,37.30555555555556,37.30555555555556,0.9305788803029317,0.9054154927687891,1.0,34.45221196079373,34.45221196079373,34.45221196079373,92.35142446675907
Edward Lu,A17007863,ezlu@ucsd.edu,125.0,133.0,2024-04-09 13:45:27 -0700,00:00:00,13.0,13.0,2024-04-11 13:30:03 -0700,00:00:00,108.0,123.0,2024-04-18 15:28:21 -0700,00:00:00,67.5,79.5,2024-04-13 22:04:15 -0700,00:00:00,51.0,56.0,2024-04-23 08:03:54 -0700,00:00:00,5.0,5.0,2024-04-23 22:10:38 -0700,00:00:00,87.0,101.0,2024-05-03 12:00:25 -0700,00:00:00,,79.5,,00:00:00,85.0,93.0,2024-04-29 01:51:46 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-09 20:30:57 -0700,00:00:00,36.0,50.0,2024-05-02 13:00:03 -0700,00:00:00,10.0,10.0,2024-05-09 20:51:30 -0700,00:00:00,75.0,100.0,2024-05-16 17:29:59 -0700,00:00:00,,93.0,,00:00:00,52.0,56.0,2024-05-14 01:28:43 -0700,00:00:00,111.0,111.0,2024-05-21 18:27:54 -0700,00:00:00,0.0,20.0,2024-05-24 19:33:22 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,64.0,65.0,2024-05-29 01:31:15 -0700,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 16:49:05 -0700,00:00:00,,111.0,,00:00:00,00:00:00,6.0,6.0,,133.0,0.9398496240601504,,0.8490566037735849,,0.9107142857142857,,0.9139784946236559,,1.0,,0.9285714285714286,,1.0,,0.8780487804878049,,0.8613861386138614,,0.75,,1.0,1.0,1.0,0.8780487804878049,0.8613861386138614,0.75,0.9398496240601504,0.8490566037735849,0.9107142857142857,0.9139784946236559,1.0,0.9285714285714286,1.0,Lab 2,False,37.30555555555556,37.30555555555556,0.9345957766775866,0.8298116397005554,1.0,33.0971247704812,33.0971247704812,33.0971247704812,88.71902395661378
Eli Nalebuff,A16966030,enalebuff@ucsd.edu,133.0,133.0,2024-04-10 18:02:14 -0700,00:00:00,5.0,13.0,2024-04-12 22:51:08 -0700,00:00:00,100.0,123.0,2024-04-19 19:10:56 -0700,00:00:00,59.5,79.5,2024-04-17 21:33:11 -0700,00:00:00,53.0,56.0,2024-04-28 17:57:05 -0700,00:00:00,5.0,5.0,2024-04-26 16:22:16 -0700,00:00:00,91.0,101.0,2024-05-03 19:25:48 -0700,00:00:00,,79.5,,00:00:00,93.0,93.0,2024-05-05 22:59:26 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 17:51:18 -0700,00:00:00,28.0,50.0,2024-05-02 13:00:04 -0700,00:00:00,10.0,10.0,2024-05-08 23:09:51 -0700,00:00:00,90.0,100.0,2024-05-17 19:37:55 -0700,00:00:00,,93.0,,00:00:00,,56.0,,00:00:00,101.0,111.0,2024-05-26 18:05:29 -0700,00:00:00,20.0,20.0,2024-05-24 15:54:36 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,0.0,5.0,,133.0,1.0,,0.7484276729559748,,0.9464285714285714,,1.0,,1.0,,,,0.9099099099099099,,0.8130081300813008,,0.900990099009901,,0.9,,0.38461538461538464,1.0,1.0,0.8130081300813008,0.900990099009901,0.9,1.0,0.7484276729559748,0.9464285714285714,1.0,1.0,,0.9099099099099099,Lab 6,False,37.30555555555556,37.30555555555556,0.8006808791849223,0.8713327430304005,0.7948717948717948,31.17714021486752,31.17714021486752,31.17714021486752,83.57237883359872
Elif Yildiz,A16962992,eyildiz@ucsd.edu,123.0,133.0,2024-04-11 14:55:21 -0700,00:00:00,13.0,13.0,2024-04-13 23:27:45 -0700,23:28:45,104.0,123.0,2024-04-19 16:53:36 -0700,00:00:00,74.5,79.5,2024-04-17 16:26:08 -0700,00:00:00,49.0,56.0,2024-04-25 15:56:56 -0700,00:00:00,5.0,5.0,2024-04-21 16:30:31 -0700,00:00:00,73.0,101.0,2024-05-04 20:57:19 -0700,00:00:00,,79.5,,00:00:00,89.5,93.0,2024-04-30 23:39:37 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-09 20:28:33 -0700,00:00:00,39.0,50.0,2024-05-02 13:00:09 -0700,00:00:00,10.0,10.0,2024-05-08 22:09:31 -0700,00:00:00,69.0,100.0,2024-05-19 21:59:31 -0700,00:00:00,,93.0,,00:00:00,53.0,56.0,2024-05-17 14:30:01 -0700,00:00:00,105.0,111.0,2024-05-23 16:10:49 -0700,00:00:00,20.0,20.0,2024-05-25 16:24:12 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,23:28:45,0.0,4.0,,133.0,0.924812030075188,,0.9371069182389937,,0.875,,0.9623655913978495,,1.0,,0.9464285714285714,,0.9459459459459459,,0.8455284552845529,,0.7227722772277227,,0.69,,1.0,1.0,1.0,0.8455284552845529,0.7227722772277227,0.69,0.924812030075188,0.9371069182389937,0.875,0.9623655913978495,1.0,0.9464285714285714,0.9459459459459459,Lab 3,False,37.30555555555556,37.30555555555556,0.9416655795837926,0.7527669108374252,1.0,31.76251081617183,31.76251081617183,31.76251081617183,85.14150330470483
Ellen Wrightsman,A16662407,ewrightsman@ucsd.edu,127.0,133.0,2024-04-10 15:29:49 -0700,00:00:00,13.0,13.0,2024-04-12 21:37:12 -0700,00:00:00,99.0,123.0,2024-04-21 21:44:47 -0700,00:00:00,70.5,79.5,2024-04-17 23:54:57 -0700,00:00:00,54.0,56.0,2024-04-24 23:53:19 -0700,00:00:00,5.0,5.0,2024-04-26 16:20:14 -0700,00:00:00,86.0,101.0,2024-05-05 22:55:49 -0700,00:00:00,,79.5,,00:00:00,87.0,93.0,2024-05-03 21:30:25 -0700,00:00:00,,56.0,,00:00:00,123.0,123.0,2024-05-26 01:29:20 -0700,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 23:29:54 -0700,00:00:00,19.0,50.0,2024-05-02 13:00:17 -0700,00:00:00,10.0,10.0,2024-05-13 14:39:26 -0700,00:00:00,83.0,100.0,2024-05-19 22:40:20 -0700,00:00:00,92.0,93.0,2024-05-12 23:54:07 -0700,00:00:00,52.0,56.0,2024-05-17 19:33:32 -0700,00:00:00,107.0,111.0,2024-05-24 21:50:34 -0700,00:00:00,0.0,20.0,2024-05-24 22:48:46 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,4.0,5.0,,133.0,0.9548872180451128,,0.8867924528301887,,0.9642857142857143,,0.9354838709677419,0.989247311827957,1.0,,0.9285714285714286,,0.963963963963964,,0.8048780487804879,1.0,0.8514851485148515,,0.83,,1.0,1.0,1.0,0.9609756097560975,0.8514851485148515,0.83,0.9548872180451128,0.8867924528301887,0.9642857142857143,0.978494623655914,1.0,0.9285714285714286,0.963963963963964,Lab 2,False,37.30555555555556,37.30555555555556,0.9538564859074748,0.880820252756983,1.0,34.35314729775415,34.35314729775415,34.35314729775415,92.0858751093931
Eric Cheng,A17457290,e2cheng@ucsd.edu,133.0,133.0,2024-04-09 16:29:00 -0700,00:00:00,13.0,13.0,2024-04-12 15:30:22 -0700,00:00:00,109.0,123.0,2024-04-18 17:04:53 -0700,00:00:00,78.5,79.5,2024-04-17 23:34:50 -0700,00:00:00,55.0,56.0,2024-04-24 23:37:37 -0700,00:00:00,5.0,5.0,2024-04-23 15:51:00 -0700,00:00:00,97.0,101.0,2024-04-30 17:19:38 -0700,00:00:00,,79.5,,00:00:00,86.5,93.0,2024-05-03 22:52:51 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-07 20:13:22 -0700,00:00:00,35.0,50.0,2024-05-02 13:00:08 -0700,00:00:00,10.0,10.0,2024-05-09 21:44:28 -0700,00:00:00,93.0,100.0,2024-05-14 18:57:49 -0700,00:00:00,,93.0,,00:00:00,55.0,56.0,2024-05-15 23:43:08 -0700,00:00:00,111.0,111.0,2024-05-22 22:37:43 -0700,00:00:00,0.0,20.0,2024-05-21 18:30:45 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,20.0,20.0,2024-05-28 14:09:12 -0700,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,0.0,7.0,,133.0,1.0,,0.9874213836477987,,0.9821428571428571,,0.9301075268817204,,1.0,,0.9821428571428571,,1.0,,0.8861788617886179,,0.9603960396039604,,0.93,,1.0,1.0,1.0,0.8861788617886179,0.9603960396039604,0.93,1.0,0.9874213836477987,0.9821428571428571,0.9301075268817204,1.0,0.9821428571428571,1.0,Lab 4,False,37.30555555555556,37.30555555555556,0.9831163749736048,0.9255249671308595,1.0,35.64651452218192,35.64651452218192,35.64651452218192,95.55283118380856
